fmun;fregi;ano;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;letalidade_violenta;tentat_hom;lesao_corp_dolosa;estupro;apreensao_drogas;posse_drogas;trafico_drogas;apreensao_drogas_sem_autor;recuperacao_veiculos;apf;aaapai;cmp;cmba;registro_ocorrencias
Cabo Frio;Baixadas Litorâneas;2022;6;0;0;6;1;7;7;72;6;37;3;34;1;9;61;15;11;0;806
Cachoeiras de Macacu;Centro Fluminense;2022;2;0;0;2;1;3;0;19;2;6;2;5;0;0;14;3;3;0;127
Cambuci;Noroeste Fluminense;2022;1;0;0;1;0;1;0;4;0;7;5;1;1;0;1;0;2;0;41
Carapebus;Norte Fluminense;2022;0;0;0;0;0;0;0;11;0;0;0;0;0;0;2;0;0;0;22
Comendador Levy Gasparian;Centro Fluminense;2022;0;0;0;0;0;0;0;0;1;10;7;3;0;0;2;0;1;0;26
Campos dos Goytacazes;Norte Fluminense;2022;11;0;0;11;0;11;6;88;13;161;105;54;6;12;106;17;34;8;1351
Cantagalo;Centro Fluminense;2022;0;0;0;0;0;0;0;4;3;1;1;1;0;0;2;0;1;0;39
Cardoso Moreira;Norte Fluminense;2022;0;0;0;0;0;0;0;1;1;2;1;1;0;1;5;0;1;0;37
Carmo;Centro Fluminense;2022;0;0;0;0;0;0;3;2;0;3;3;0;0;0;4;0;1;0;46
Casimiro de Abreu;Baixadas Litorâneas;2022;1;0;0;1;0;1;2;7;2;11;3;6;2;0;13;3;1;0;113
Conceição de Macabu;Norte Fluminense;2022;0;0;0;0;0;0;0;8;0;3;0;3;0;1;4;0;0;0;50
Cordeiro;Centro Fluminense;2022;1;0;0;1;0;1;0;15;0;1;0;1;0;2;7;0;0;1;104
Duas Barras;Centro Fluminense;2022;0;0;0;0;0;0;1;4;0;3;3;0;0;0;0;1;1;0;30
Duque de Caxias;Metropolitana do Rio de Janeiro;2022;19;0;0;19;4;23;27;252;21;17;2;14;1;124;73;9;25;1;2775
Engenheiro Paulo de Frontin;Sul Fluminense;2022;0;0;0;0;0;0;0;6;0;7;6;1;0;0;0;0;1;0;43
Guapimirim;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;0;31;4;2;1;1;0;3;7;0;4;1;192
Iguaba Grande;Baixadas Litorâneas;2022;0;0;0;0;0;0;0;13;1;7;3;3;1;0;5;1;12;1;142
Itaboraí;Metropolitana do Rio de Janeiro;2022;3;0;0;3;3;6;7;48;4;9;4;5;0;8;32;1;11;1;553
Itaguaí;Metropolitana do Rio de Janeiro;2022;5;0;0;5;5;10;4;42;4;2;1;1;0;5;14;0;5;0;330
Italva;Noroeste Fluminense;2022;0;0;0;0;0;0;0;2;0;2;1;1;0;1;1;0;0;0;23
Itaocara;Noroeste Fluminense;2022;0;0;0;0;0;0;0;14;1;12;7;5;0;0;10;0;0;0;82
Itaperuna;Noroeste Fluminense;2022;6;0;0;6;0;6;5;19;0;44;32;9;3;2;21;0;5;0;244
Itatiaia;Sul Fluminense;2022;0;0;0;0;0;0;1;8;3;9;2;5;2;0;15;1;3;2;107
Japeri;Metropolitana do Rio de Janeiro;2022;2;0;0;2;7;9;3;29;5;25;10;14;1;2;18;1;6;0;198
Laje do Muriaé;Noroeste Fluminense;2022;1;0;0;1;0;1;0;0;0;3;3;0;0;0;2;0;0;0;24
Macaé;Norte Fluminense;2022;10;0;0;10;2;12;10;30;7;15;2;13;0;2;43;4;4;0;625
Macuco;Centro Fluminense;2022;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;7
Magé;Metropolitana do Rio de Janeiro;2022;4;0;0;4;1;5;5;74;8;14;3;12;0;10;17;2;22;0;593
Mangaratiba;Sul Fluminense;2022;0;0;0;0;1;1;3;28;2;12;5;5;2;2;13;3;4;0;149
Maricá;Metropolitana do Rio de Janeiro;2022;3;0;0;3;0;3;3;59;10;9;1;7;1;9;24;8;4;0;663
Mendes;Sul Fluminense;2022;0;0;0;0;0;0;0;10;0;5;3;3;0;1;2;1;1;0;59
Mesquita;Metropolitana do Rio de Janeiro;2022;2;0;0;2;2;4;3;31;4;13;0;13;0;2;23;2;3;0;454
Miguel Pereira;Sul Fluminense;2022;0;0;0;0;0;0;1;12;0;21;18;4;0;0;11;0;5;0;121
Miracema;Noroeste Fluminense;2022;0;0;0;0;0;0;0;6;1;23;14;10;0;0;20;1;0;2;67
Natividade;Noroeste Fluminense;2022;0;0;0;0;0;0;0;1;0;10;4;6;0;0;9;0;1;0;39
Nilópolis;Metropolitana do Rio de Janeiro;2022;2;0;1;3;0;3;6;39;5;8;0;8;0;3;17;3;9;0;522
Niterói;Metropolitana do Rio de Janeiro;2022;2;1;0;3;2;5;8;131;11;38;10;25;4;14;92;7;39;1;2085
Nova Friburgo;Centro Fluminense;2022;3;0;0;3;0;3;4;76;0;35;7;26;2;2;48;6;9;0;509
Nova Iguaçu;Metropolitana do Rio de Janeiro;2022;7;0;1;8;1;9;13;300;34;10;0;10;0;34;91;11;30;0;2317
Paracambi;Metropolitana do Rio de Janeiro;2022;0;0;0;0;0;0;1;23;0;4;3;1;0;0;10;0;3;0;84
Paraíba do Sul;Centro Fluminense;2022;0;0;0;0;0;0;0;7;6;32;24;4;4;0;12;2;2;0;108
Paraty;Sul Fluminense;2022;1;0;0;1;0;1;0;9;0;18;10;5;3;3;12;1;4;0;156
Paty do Alferes;Centro Fluminense;2022;0;0;0;0;0;0;0;15;0;17;14;5;0;0;9;1;2;0;72
Petrópolis;Centro Fluminense;2022;6;0;0;6;2;8;6;67;5;45;5;32;9;4;66;3;14;0;1251
Pinheiral;Sul Fluminense;2022;0;0;0;0;0;0;0;5;0;5;0;4;1;0;4;2;0;0;92
Piraí;Sul Fluminense;2022;0;0;0;0;0;0;0;14;0;13;8;4;1;2;6;0;5;0;90
Porciúncula;Noroeste Fluminense;2022;0;0;0;0;0;0;0;17;0;11;8;3;0;0;2;0;3;0;61
Porto Real;Sul Fluminense;2022;1;0;0;1;0;1;1;4;1;4;2;1;1;2;5;1;2;0;42
Quatis;Sul Fluminense;2022;0;0;0;0;0;0;3;7;2;0;0;0;0;0;11;1;0;0;22
Queimados;Metropolitana do Rio de Janeiro;2022;4;0;0;4;1;5;5;59;5;7;4;3;0;5;8;0;9;0;382
Quissamã;Norte Fluminense;2022;1;0;0;1;0;1;0;16;2;0;0;0;0;0;7;0;0;0;61
Resende;Sul Fluminense;2022;0;0;0;0;0;0;1;44;3;16;2;13;1;3;26;4;5;0;450
Rio Bonito;Baixadas Litorâneas;2022;1;0;0;1;0;1;3;18;3;8;1;6;1;1;14;0;4;0;150
Rio Claro;Sul Fluminense;2022;0;0;0;0;0;0;0;8;0;1;1;0;0;2;3;0;0;0;37
Rio das Flores;Sul Fluminense;2022;0;0;0;0;0;0;1;2;0;1;1;0;0;0;1;0;2;0;29
Rio das Ostras;Baixadas Litorâneas;2022;0;0;0;0;3;3;4;49;2;32;7;20;5;7;37;8;8;0;605
Rio de Janeiro;Metropolitana do Rio de Janeiro;2022;73;0;2;75;36;111;66;1756;150;333;162;126;51;511;988;143;258;26;30125
Santa Maria Madalena;Norte Fluminense;2022;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;26
Santo Antônio de Pádua;Noroeste Fluminense;2022;2;0;0;2;0;2;3;9;0;23;14;9;0;6;12;2;3;3;132
São Francisco de Itabapoana;Norte Fluminense;2022;1;1;0;2;1;3;3;13;3;16;5;9;2;0;16;1;2;0;117
São Fidélis;Norte Fluminense;2022;0;0;0;0;0;0;0;11;1;12;8;1;3;2;9;0;0;0;92
São Gonçalo;Metropolitana do Rio de Janeiro;2022;13;0;0;13;10;23;13;156;11;44;12;30;2;49;139;6;37;0;1978
São João da Barra;Norte Fluminense;2022;2;0;0;2;0;2;2;13;4;8;2;6;0;1;22;6;0;0;149
São João de Meriti;Metropolitana do Rio de Janeiro;2022;5;0;0;5;4;9;3;125;16;15;0;14;1;80;50;5;10;1;1379
São José de Ubá;Noroeste Fluminense;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3
São José do Vale do Rio Preto;Centro Fluminense;2022;0;0;0;0;0;0;3;9;1;11;10;1;0;0;3;0;1;0;59
São Pedro da Aldeia;Baixadas Litorâneas;2022;1;0;0;1;0;1;3;28;0;20;5;12;3;4;21;3;8;0;269
São Sebastião do Alto;Centro Fluminense;2022;0;0;0;0;0;0;0;1;0;1;0;1;0;0;2;0;0;0;13
Sapucaia;Centro Fluminense;2022;0;0;0;0;0;0;0;5;0;20;17;2;1;0;8;1;1;0;58
Saquarema;Baixadas Litorâneas;2022;4;0;0;4;0;4;1;41;8;13;4;8;1;3;20;1;5;0;327
Seropédica;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;3;34;1;5;4;1;0;5;19;0;3;0;197
Silva Jardim;Baixadas Litorâneas;2022;0;0;0;0;0;0;0;11;0;1;0;0;1;2;0;0;3;0;65
Sumidouro;Centro Fluminense;2022;0;0;0;0;0;0;0;10;0;2;1;1;0;1;5;0;0;0;30
Tanguá;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;0;6;0;1;0;0;1;1;2;0;3;0;55
Teresópolis;Centro Fluminense;2022;1;0;0;1;0;1;2;49;2;55;17;30;9;3;54;8;11;0;499
Trajano de Moraes;Centro Fluminense;2022;0;0;0;0;0;0;0;1;0;3;1;2;0;0;3;1;0;0;27
Três Rios;Centro Fluminense;2022;0;0;0;0;0;0;4;48;5;54;30;20;6;4;29;10;13;1;379
Valença;Sul Fluminense;2022;1;0;0;1;0;1;1;26;0;50;32;15;3;0;18;2;5;0;212
Varre-Sai;Noroeste Fluminense;2022;0;0;0;0;0;0;0;2;0;4;2;2;0;1;4;0;1;0;20
Vassouras;Centro Fluminense;2022;0;0;0;0;0;0;0;13;0;26;18;4;5;0;14;0;4;0;103
Volta Redonda;Sul Fluminense;2022;7;0;0;7;3;10;4;61;2;33;6;21;7;9;56;13;7;0;829
Angra dos Reis;Sul Fluminense;2022;2;0;0;2;7;9;2;64;10;17;9;10;0;1;31;3;15;0;440
Aperibé;Noroeste Fluminense;2022;0;0;0;0;0;0;0;3;0;9;5;3;1;0;4;0;0;0;23
Araruama;Baixadas Litorâneas;2022;2;0;0;2;1;3;4;42;3;25;0;21;4;7;31;11;11;0;522
Areal;Centro Fluminense;2022;0;0;0;0;0;0;0;12;0;2;2;0;0;0;0;0;0;0;27
Armação dos Búzios;Baixadas Litorâneas;2022;3;0;0;3;1;4;5;25;2;7;2;2;3;1;12;0;7;0;255
Arraial do Cabo;Baixadas Litorâneas;2022;1;0;0;1;0;1;0;20;0;12;4;7;1;1;12;2;1;0;178
Barra do Piraí;Sul Fluminense;2022;2;0;0;2;0;2;2;36;0;45;28;11;6;0;22;1;5;0;290
Barra Mansa;Sul Fluminense;2022;5;0;0;5;2;7;5;42;5;18;1;17;1;9;44;6;11;0;507
Belford Roxo;Metropolitana do Rio de Janeiro;2022;9;0;0;9;9;18;9;156;19;13;2;10;1;41;54;1;18;0;1559
Bom Jardim;Centro Fluminense;2022;1;0;0;1;0;1;0;3;0;7;3;4;0;0;4;2;2;0;48
Bom Jesus do Itabapoana;Noroeste Fluminense;2022;0;0;0;0;0;0;1;14;0;10;9;0;1;2;6;1;0;0;91
Cabo Frio;Baixadas Litorâneas;2022;9;0;0;9;1;10;8;72;15;44;4;36;4;18;60;8;14;0;944
Cachoeiras de Macacu;Centro Fluminense;2022;0;0;0;0;0;0;5;16;2;3;1;2;0;0;5;2;1;1;101
Cambuci;Noroeste Fluminense;2022;0;0;0;0;0;0;0;7;1;2;2;0;0;0;1;0;3;0;34
Carapebus;Norte Fluminense;2022;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;21
Comendador Levy Gasparian;Centro Fluminense;2022;0;0;0;0;0;0;0;3;1;2;2;0;0;0;7;0;0;0;20
Campos dos Goytacazes;Norte Fluminense;2022;8;0;0;8;1;9;9;97;13;229;163;49;18;20;125;9;36;1;1568
Cantagalo;Centro Fluminense;2022;0;0;0;0;0;0;0;8;1;3;2;1;0;0;1;0;1;0;48
Cardoso Moreira;Norte Fluminense;2022;0;0;0;0;0;0;0;1;0;4;3;1;0;1;3;0;1;0;25
Carmo;Centro Fluminense;2022;0;0;0;0;0;0;0;5;0;6;5;0;1;0;2;0;7;0;59
Casimiro de Abreu;Baixadas Litorâneas;2022;0;0;0;0;0;0;0;11;0;20;5;13;3;0;24;2;8;0;129
Conceição de Macabu;Norte Fluminense;2022;1;0;0;1;0;1;0;5;0;2;0;2;0;0;4;0;1;0;43
Cordeiro;Centro Fluminense;2022;1;0;0;1;0;1;0;13;0;4;3;1;0;0;3;0;0;0;94
Duas Barras;Centro Fluminense;2022;0;0;0;0;0;0;0;8;0;2;1;1;0;1;1;1;0;0;41
Duque de Caxias;Metropolitana do Rio de Janeiro;2022;16;0;2;18;19;37;36;288;35;30;3;25;2;169;105;15;48;0;3077
Engenheiro Paulo de Frontin;Sul Fluminense;2022;0;0;0;0;0;0;0;4;0;8;7;0;1;0;0;0;1;0;34
Guapimirim;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;0;24;6;1;0;1;0;4;12;0;5;0;202
Iguaba Grande;Baixadas Litorâneas;2022;0;0;0;0;0;0;0;15;0;4;1;3;0;2;8;0;6;0;159
Itaboraí;Metropolitana do Rio de Janeiro;2022;4;0;0;4;6;10;8;68;3;9;3;5;1;8;16;6;14;0;532
Itaguaí;Metropolitana do Rio de Janeiro;2022;2;0;0;2;5;7;8;49;7;7;0;6;1;6;20;0;6;0;432
Italva;Noroeste Fluminense;2022;0;0;0;0;0;0;0;5;0;6;2;4;0;2;4;0;1;0;36
Itaocara;Noroeste Fluminense;2022;1;0;0;1;0;1;0;7;0;5;4;1;0;0;1;0;4;0;67
Itaperuna;Noroeste Fluminense;2022;3;0;0;3;0;3;1;26;6;62;44;14;5;4;35;0;7;0;315
Itatiaia;Sul Fluminense;2022;3;0;0;3;0;3;2;9;3;10;7;3;1;1;12;1;4;0;151
Japeri;Metropolitana do Rio de Janeiro;2022;2;0;0;2;9;11;3;27;5;15;12;3;0;1;16;2;5;0;251
Laje do Muriaé;Noroeste Fluminense;2022;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;22
Macaé;Norte Fluminense;2022;6;0;0;6;1;7;5;50;7;26;6;15;5;3;43;4;12;0;796
Macuco;Centro Fluminense;2022;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;14
Magé;Metropolitana do Rio de Janeiro;2022;4;0;0;4;0;4;6;116;14;6;3;3;0;4;27;2;6;1;714
Mangaratiba;Sul Fluminense;2022;0;0;0;0;0;0;3;36;4;5;1;4;0;2;20;0;6;0;196
Maricá;Metropolitana do Rio de Janeiro;2022;3;0;0;3;1;4;0;65;8;5;0;3;2;3;26;3;14;2;803
Mendes;Sul Fluminense;2022;0;0;0;0;0;0;0;11;0;7;7;0;0;0;1;0;0;0;71
Mesquita;Metropolitana do Rio de Janeiro;2022;2;0;0;2;3;5;0;73;6;11;0;9;2;13;26;0;8;1;528
Miguel Pereira;Sul Fluminense;2022;0;0;0;0;0;0;2;16;2;35;32;2;1;0;11;0;4;0;139
Miracema;Noroeste Fluminense;2022;1;0;0;1;0;1;1;8;0;26;15;12;0;0;11;1;3;0;74
Natividade;Noroeste Fluminense;2022;0;0;0;0;0;0;0;3;0;3;2;1;0;0;2;0;1;0;45
Nilópolis;Metropolitana do Rio de Janeiro;2022;2;0;0;2;0;2;1;64;2;3;1;2;0;9;25;1;10;0;621
Niterói;Metropolitana do Rio de Janeiro;2022;4;0;0;4;3;7;5;151;14;32;13;16;3;22;106;4;48;3;2360
Nova Friburgo;Centro Fluminense;2022;3;0;0;3;0;3;3;91;8;32;6;23;4;4;47;4;13;0;690
Nova Iguaçu;Metropolitana do Rio de Janeiro;2022;19;0;0;19;6;25;13;330;45;16;6;10;0;43;99;6;33;1;2620
Paracambi;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;1;23;1;9;6;3;0;2;9;2;3;3;126
Paraíba do Sul;Centro Fluminense;2022;0;0;0;0;0;0;1;9;3;36;20;10;7;0;15;0;5;0;143
Paraty;Sul Fluminense;2022;0;0;0;0;0;0;0;21;0;14;6;7;1;4;13;1;4;0;197
Paty do Alferes;Centro Fluminense;2022;1;0;0;1;0;1;2;23;5;8;7;1;0;1;7;1;0;0;94
Petrópolis;Centro Fluminense;2022;1;1;0;2;0;2;1;116;14;78;19;52;11;6;92;10;40;1;1071
Pinheiral;Sul Fluminense;2022;0;0;0;0;0;0;1;23;0;8;5;3;0;1;16;0;3;1;98
Piraí;Sul Fluminense;2022;1;0;0;1;0;1;1;12;0;42;37;4;1;2;10;2;3;0;127
Porciúncula;Noroeste Fluminense;2022;0;0;0;0;0;0;1;14;0;17;10;9;0;0;14;0;1;0;69
Porto Real;Sul Fluminense;2022;1;0;0;1;0;1;0;12;0;11;1;8;2;1;10;7;3;0;72
Quatis;Sul Fluminense;2022;0;0;0;0;2;2;0;0;1;2;0;2;0;0;8;2;1;0;28
Queimados;Metropolitana do Rio de Janeiro;2022;2;0;0;2;1;3;3;41;3;5;1;4;0;6;14;3;4;0;484
Quissamã;Norte Fluminense;2022;0;0;0;0;0;0;0;7;2;3;1;2;0;2;8;1;2;0;92
Resende;Sul Fluminense;2022;6;0;0;6;0;6;4;30;2;21;1;18;2;5;32;4;9;1;507
Rio Bonito;Baixadas Litorâneas;2022;0;0;0;0;0;0;1;18;5;6;1;6;0;5;14;2;3;0;142
Rio Claro;Sul Fluminense;2022;0;0;0;0;0;0;0;1;0;9;8;0;1;0;1;0;1;1;58
Rio das Flores;Sul Fluminense;2022;0;0;0;0;0;0;0;7;2;0;0;0;0;0;1;0;1;0;35
Rio das Ostras;Baixadas Litorâneas;2022;5;0;0;5;0;5;8;58;8;35;2;28;5;9;53;5;6;0;750
Rio de Janeiro;Metropolitana do Rio de Janeiro;2022;78;0;3;81;42;123;117;2117;162;371;178;133;64;438;1072;219;332;31;35267
Santa Maria Madalena;Norte Fluminense;2022;1;0;0;1;0;1;0;2;1;3;1;2;0;0;2;0;0;0;26
Santo Antônio de Pádua;Noroeste Fluminense;2022;0;0;0;0;0;0;0;17;4;26;14;12;0;3;17;1;5;0;131
São Francisco de Itabapoana;Norte Fluminense;2022;7;0;0;7;0;7;6;6;0;13;3;7;3;3;9;1;0;0;113
São Fidélis;Norte Fluminense;2022;0;0;0;0;0;0;0;14;0;14;4;9;1;0;8;0;1;0;107
São Gonçalo;Metropolitana do Rio de Janeiro;2022;16;0;0;16;10;26;6;167;20;42;6;34;4;57;126;13;31;3;2242
São João da Barra;Norte Fluminense;2022;1;0;0;1;0;1;1;15;0;8;4;3;1;2;18;2;0;2;147
São João de Meriti;Metropolitana do Rio de Janeiro;2022;6;0;0;6;6;12;8;176;14;13;0;13;0;76;53;3;26;1;1523
São José de Ubá;Noroeste Fluminense;2022;0;0;0;0;0;0;0;3;0;1;0;1;0;1;0;0;0;0;15
São José do Vale do Rio Preto;Centro Fluminense;2022;0;0;0;0;0;0;0;8;2;3;3;0;0;0;5;0;0;0;49
São Pedro da Aldeia;Baixadas Litorâneas;2022;0;0;0;0;3;3;9;27;0;17;3;13;1;3;29;7;7;0;336
São Sebastião do Alto;Centro Fluminense;2022;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;20
Sapucaia;Centro Fluminense;2022;0;0;0;0;0;0;1;7;0;14;14;0;0;2;5;0;2;0;71
Saquarema;Baixadas Litorâneas;2022;2;0;0;2;0;2;0;41;8;9;1;7;1;4;20;0;3;0;395
Seropédica;Metropolitana do Rio de Janeiro;2022;5;0;0;5;0;5;1;32;2;7;2;5;0;5;22;0;4;0;261
Silva Jardim;Baixadas Litorâneas;2022;1;0;0;1;0;1;1;7;1;0;0;0;0;1;7;0;3;0;71
Sumidouro;Centro Fluminense;2022;0;0;0;0;0;0;0;2;1;1;1;0;0;0;3;0;2;0;48
Tanguá;Metropolitana do Rio de Janeiro;2022;0;0;0;0;0;0;0;0;0;3;0;3;0;1;6;1;1;0;46
Teresópolis;Centro Fluminense;2022;1;0;0;1;0;1;5;55;9;52;19;25;13;1;49;7;10;1;629
Trajano de Moraes;Centro Fluminense;2022;0;0;0;0;0;0;0;4;0;4;1;3;0;0;8;1;0;0;29
Três Rios;Centro Fluminense;2022;1;0;0;1;1;2;2;43;1;50;21;25;4;3;61;9;27;0;409
Valença;Sul Fluminense;2022;0;0;0;0;0;0;2;27;2;38;26;9;3;0;23;5;8;0;231
Varre-Sai;Noroeste Fluminense;2022;0;0;0;0;0;0;0;9;0;2;2;0;0;0;0;0;2;0;22
Vassouras;Centro Fluminense;2022;0;0;0;0;0;0;2;14;1;20;14;6;0;0;5;5;2;1;125
Volta Redonda;Sul Fluminense;2022;10;0;0;10;0;10;3;106;8;49;11;31;8;11;65;15;12;1;953
Angra dos Reis;Sul Fluminense;2022;3;0;0;3;2;5;0;45;5;20;3;15;2;5;35;3;2;1;398
Aperibé;Noroeste Fluminense;2022;0;0;0;0;0;0;0;3;0;4;2;2;0;0;4;0;1;0;24
Araruama;Baixadas Litorâneas;2022;3;0;0;3;1;4;2;59;8;22;4;14;5;11;32;6;5;0;528
Areal;Centro Fluminense;2022;0;0;0;0;0;0;1;3;0;2;2;0;0;0;0;0;0;0;13
Armação dos Búzios;Baixadas Litorâneas;2022;4;0;0;4;0;4;0;24;2;7;1;4;3;1;18;0;1;0;224
Arraial do Cabo;Baixadas Litorâneas;2022;0;0;0;0;0;0;1;18;1;13;5;8;1;0;19;1;1;0;151
Barra do Piraí;Sul Fluminense;2022;2;0;0;2;0;2;2;17;1;58;32;17;9;0;23;5;10;0;254
Barra Mansa;Sul Fluminense;2022;4;0;0;4;0;4;10;30;3;42;3;39;0;4;58;8;14;1;506
Belford Roxo;Metropolitana do Rio de Janeiro;2022;24;0;0;24;2;26;3;136;7;7;2;5;0;46;51;4;19;0;1263
Bom Jardim;Centro Fluminense;2022;0;0;0;0;0;0;0;5;0;3;1;2;0;1;1;1;1;0;43
Bom Jesus do Itabapoana;Noroeste Fluminense;2022;0;0;0;0;0;0;1;13;1;22;13;8;1;0;11;3;2;0;112
Cabo Frio;Baixadas Litorâneas;2022;8;0;0;8;1;9;5;84;4;51;5;45;3;13;87;13;13;0;898
Cachoeiras de Macacu;Centro Fluminense;2022;5;0;0;5;0;5;2;12;1;3;1;1;1;0;4;0;4;0;103
Cambuci;Noroeste Fluminense;2022;0;0;0;0;0;0;0;4;0;2;2;0;0;0;2;0;1;0;39
Carapebus;Norte Fluminense;2022;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;28
Comendador Levy Gasparian;Centro Fluminense;2022;0;0;0;0;0;0;0;1;0;3;2;1;0;0;2;0;0;0;22
Campos dos Goytacazes;Norte Fluminense;2022;5;0;0;5;0;5;8;94;11;184;120;54;14;8;130;18;20;7;1382
Cantagalo;Centro Fluminense;2022;0;0;0;0;0;0;0;5;1;2;1;1;0;0;1;0;0;0;32
Cardoso Moreira;Norte Fluminense;2022;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;12
Carmo;Centro Fluminense;2022;0;0;0;0;0;0;0;9;0;6;6;1;0;1;8;1;4;0;53
Casimiro de Abreu;Baixadas Litorâneas;2022;6;0;0;6;0;6;2;9;1;12;2;9;1;1;23;0;6;0;135
Conceição de Macabu;Norte Fluminense;2022;1;0;0;1;0;1;3;7;2;7;2;4;1;1;1;1;3;0;54
Cordeiro;Centro Fluminense;2022;0;0;0;0;0;0;0;13;1;0;0;0;0;0;0;0;2;0;82
Duas Barras;Centro Fluminense;2022;1;0;0;1;0;1;0;3;0;8;7;1;0;0;2;0;1;0;40
Duque de Caxias;Metropolitana do Rio de Janeiro;2022;25;1;0;26;18;44;44;236;33;23;4;19;0;137;88;7;36;0;2856
Engenheiro Paulo de Frontin;Sul Fluminense;2022;0;0;0;0;0;0;0;4;0;10;8;0;2;0;2;0;0;0;53
Guapimirim;Metropolitana do Rio de Janeiro;2022;0;0;0;0;0;0;1;23;3;2;0;2;0;12;11;0;5;0;187
Iguaba Grande;Baixadas Litorâneas;2022;0;0;0;0;1;1;0;12;2;3;2;0;1;3;5;0;5;0;152
Itaboraí;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;2;56;7;13;4;9;0;13;32;2;9;1;436
Itaguaí;Metropolitana do Rio de Janeiro;2022;2;0;0;2;3;5;0;31;0;8;3;5;0;9;20;3;14;0;365
Italva;Noroeste Fluminense;2022;0;0;0;0;0;0;0;8;2;3;2;1;0;0;3;0;2;0;40
Itaocara;Noroeste Fluminense;2022;0;0;0;0;0;0;0;13;0;4;4;0;0;2;3;0;1;0;67
Itaperuna;Noroeste Fluminense;2022;3;0;0;3;0;3;2;30;0;63;56;5;3;1;20;0;15;0;302
Itatiaia;Sul Fluminense;2022;0;0;0;0;0;0;0;14;0;4;1;2;1;3;9;0;3;0;113
Japeri;Metropolitana do Rio de Janeiro;2022;1;0;0;1;5;6;0;27;2;21;16;4;1;9;12;1;5;0;223
Laje do Muriaé;Noroeste Fluminense;2022;0;0;0;0;0;0;0;3;0;3;2;1;0;0;1;0;0;0;13
Macaé;Norte Fluminense;2022;11;0;0;11;0;11;20;39;5;36;21;15;0;6;34;1;14;0;730
Macuco;Centro Fluminense;2022;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;17
Magé;Metropolitana do Rio de Janeiro;2022;3;0;0;3;1;4;2;80;6;17;5;11;1;8;23;2;7;0;615
Mangaratiba;Sul Fluminense;2022;0;0;0;0;0;0;0;27;1;6;2;4;0;2;15;0;1;0;139
Maricá;Metropolitana do Rio de Janeiro;2022;6;0;0;6;2;8;2;48;8;6;3;3;0;5;38;1;7;0;621
Mendes;Sul Fluminense;2022;0;0;0;0;0;0;0;10;0;11;10;1;0;0;2;0;1;0;67
Mesquita;Metropolitana do Rio de Janeiro;2022;2;0;0;2;1;3;2;42;3;13;0;12;1;4;25;4;11;0;431
Miguel Pereira;Sul Fluminense;2022;0;0;0;0;0;0;0;13;0;33;30;4;0;0;14;3;0;0;149
Miracema;Noroeste Fluminense;2022;1;0;0;1;0;1;0;4;0;38;17;21;0;0;6;0;0;0;71
Natividade;Noroeste Fluminense;2022;0;0;0;0;0;0;0;2;0;5;5;0;0;0;1;0;0;0;44
Nilópolis;Metropolitana do Rio de Janeiro;2022;2;0;0;2;0;2;2;55;4;2;0;2;0;7;8;0;4;0;512
Niterói;Metropolitana do Rio de Janeiro;2022;4;0;0;4;0;4;3;131;11;26;10;12;4;9;108;7;30;1;2301
Nova Friburgo;Centro Fluminense;2022;1;1;0;2;0;2;1;83;7;35;8;24;4;6;40;7;14;0;624
Nova Iguaçu;Metropolitana do Rio de Janeiro;2022;17;0;0;17;3;20;11;322;26;14;4;9;1;46;78;4;26;1;2543
Paracambi;Metropolitana do Rio de Janeiro;2022;1;0;0;1;0;1;1;21;2;4;4;0;0;0;4;0;5;0;112
Paraíba do Sul;Centro Fluminense;2022;0;0;0;0;0;0;1;10;0;45;29;15;2;2;20;0;2;0;143
Paraty;Sul Fluminense;2022;0;0;0;0;0;0;0;12;0;9;8;0;2;1;10;0;2;0;157
Paty do Alferes;Centro Fluminense;2022;0;0;0;0;0;0;0;10;5;10;6;4;0;0;7;1;1;0;57
Petrópolis;Centro Fluminense;2022;3;0;0;3;3;6;3;115;5;59;13;40;11;3;80;10;25;0;971
Pinheiral;Sul Fluminense;2022;0;0;0;0;0;0;0;16;1;3;1;2;0;0;5;1;1;0;93
Piraí;Sul Fluminense;2022;1;0;0;1;0;1;1;9;2;20;16;5;0;0;7;0;5;0;105
